ID;species;type;target
Q5ZXJ8;Legionella pneumophila;Type_III;Vertebrate
Q5ZXN5;Legionella pneumophila;Type_III;Vertebrate
Q5ZXN6;Legionella pneumophila;Type_III;Vertebrate
Q5ZXT6;Legionella pneumophila;Type_III;Vertebrate
Q5ZXT9;Legionella pneumophila;Type_III;Vertebrate
Q5ZXU7;Legionella pneumophila;Type_III;Vertebrate
Q5ZXW0;Legionella pneumophila;Type_III;Vertebrate
Q5ZY53;Legionella pneumophila;Type_III;Vertebrate
Q5ZY54;Legionella pneumophila;Type_III;Vertebrate
Q5ZY89;Legionella pneumophila;Type_III;Vertebrate
Q5ZYD3;Legionella pneumophila;Type_III;Vertebrate
Q5ZYD5;Legionella pneumophila;Type_III;Vertebrate
Q5ZYD6;Legionella pneumophila;Type_III;Vertebrate
Q5ZYG7;Legionella pneumophila;Type_III;Vertebrate
Q5ZYG9;Legionella pneumophila;Type_III;Vertebrate
Q5ZYH0;Legionella pneumophila;Type_III;Vertebrate
Q5ZYH1;Legionella pneumophila;Type_III;Vertebrate
Q5ZYH9;Legionella pneumophila;Type_III;Vertebrate
Q5ZYJ6;Legionella pneumophila;Type_III;Vertebrate
Q5ZYJ7;Legionella pneumophila;Type_III;Vertebrate
Q5ZYK7;Legionella pneumophila;Type_III;Vertebrate
Q5ZYK8;Legionella pneumophila;Type_III;Vertebrate
Q5ZYR7;Legionella pneumophila;Type_III;Vertebrate
Q5ZYS6;Legionella pneumophila;Type_III;Vertebrate
Q5ZYS7;Legionella pneumophila;Type_III;Vertebrate
Q5ZYT5;Legionella pneumophila;Type_III;Vertebrate
Q5ZYT6;Legionella pneumophila;Type_III;Vertebrate
Q5ZYV1;Legionella pneumophila;Type_III;Vertebrate
Q5ZYV7;Legionella pneumophila;Type_III;Vertebrate
Q5ZYW5;Legionella pneumophila;Type_III;Vertebrate
Q5ZYX1;Legionella pneumophila;Type_III;Vertebrate
Q5ZZ01;Legionella pneumophila;Type_III;Vertebrate
Q5ZZ03;Legionella pneumophila;Type_III;Vertebrate
Q5ZZ16;Legionella pneumophila;Type_III;Vertebrate
Q5ZZ20;Legionella pneumophila;Type_III;Vertebrate
Q5ZZ30;Legionella pneumophila;Type_III;Vertebrate
Q5ZZ39;Legionella pneumophila;Type_III;Vertebrate
Q5ZZ40;Legionella pneumophila;Type_III;Vertebrate
Q5ZZ51;Legionella pneumophila;Type_III;Vertebrate
Q5ZZ71;Legionella pneumophila;Type_III;Vertebrate
Q5ZZ76;Legionella pneumophila;Type_III;Vertebrate
Q5ZZ81;Legionella pneumophila;Type_III;Vertebrate
Q5ZZ85;Legionella pneumophila;Type_III;Vertebrate
Q5ZZA4;Legionella pneumophila;Type_III;Vertebrate
Q5ZZA8;Legionella pneumophila;Type_III;Vertebrate
Q5ZZB5;Legionella pneumophila;Type_III;Vertebrate
Q5ZZC1;Legionella pneumophila;Type_III;Vertebrate
Q5ZZD0;Legionella pneumophila;Type_III;Vertebrate
Q5ZZD1;Legionella pneumophila;Type_III;Vertebrate
Q5ZZF1;Legionella pneumophila;Type_III;Vertebrate
Q5ZZG4;Legionella pneumophila;Type_III;Vertebrate
Q5ZZH2;Legionella pneumophila;Type_III;Vertebrate
Q5ZZI0;Legionella pneumophila;Type_III;Vertebrate
Q5ZZI9;Legionella pneumophila;Type_III;Vertebrate
Q5ZZJ8;Legionella pneumophila;Type_III;Vertebrate
Q5ZZK2;Legionella pneumophila;Type_III;Vertebrate
Q62B07;Burkholderia mallei;Type_III;Vertebrate
Q62B08;Burkholderia mallei;Type_III;Vertebrate
Q62B10;Burkholderia mallei;Type_III;Vertebrate
Q63K34;Burkholderia pseudomallei;Type_III;Vertebrate
Q63K35;Burkholderia pseudomallei;Type_III;Vertebrate
Q63K37;Burkholderia pseudomallei;Type_III;Vertebrate
Q63K38;Burkholderia pseudomallei;Type_III;Vertebrate
Q63K40;Burkholderia pseudomallei;Type_III;Vertebrate
Q63K42;Burkholderia pseudomallei;Type_III;Vertebrate
Q63K50;Burkholderia pseudomallei;Type_III;Vertebrate
Q663I2;Yersinia pseudotuberculosis;Type_III;Vertebrate
Q663L9;Yersinia pseudotuberculosis;Type_III;Vertebrate
Q699Q8;Aeromonas hydrophila;Type_III;Vertebrate
Q6PLD0;Vibrio parahaemolyticus;Type_III;Vertebrate
Q6Q513;Citrobacter rodentium;Type_III;Vertebrate
Q6XVT8;Shigella flexneri;Type_III;Vertebrate
A0A4P7TTX1;Shigella flexneri;Type_III;Vertebrate
Q7BRY7;Yersinia enterocolitica;Type_III;Vertebrate
Q7BRY8;Yersinia enterocolitica;Type_III;Vertebrate
Q7BRZ4;Yersinia enterocolitica;Type_III;Vertebrate
Q7BS06;Yersinia enterocolitica;Type_III;Vertebrate
Q7DB81;Escherichia coli;Type_III;Vertebrate
Q7DB85;Escherichia coli;Type_III;Vertebrate
Q7MYD1;Photorhabdus laumondii;Type_III;Vertebrate
Q7N439;Photorhabdus laumondii;Type_III;Vertebrate
Q7NUX3;Chromobacterium violaceum;Type_III;Vertebrate
Q7NYG6;Chromobacterium violaceum;Type_III;Vertebrate
Q7P1B7;Chromobacterium violaceum;Type_III;Vertebrate
Q7VWI4;Bordetella pertussis;Type_III;Vertebrate
Q7WRZ5;Escherichia coli;Type_III;Vertebrate
Q824H6;Chlamydophila caviae;Type_III;Vertebrate
Q84CS5;Bordetella pertussis;Type_III;Vertebrate
Q84CS9;Bordetella pertussis;Type_III;Vertebrate
Q84GR3;Yersinia enterocolitica;Type_III;Vertebrate
Q84GT9;Yersinia enterocolitica;Type_III;Vertebrate
Q87GE5;Vibrio parahaemolyticus;Type_III;Vertebrate
Q87GF9;Vibrio parahaemolyticus;Type_III;Vertebrate
Q87GI9;Vibrio parahaemolyticus;Type_III;Vertebrate
Q87P35;Vibrio parahaemolyticus;Type_III;Vertebrate
Q87P38;Vibrio parahaemolyticus;Type_III;Vertebrate
Q8VSC3;Shigella flexneri;Type_III;Vertebrate
Q8X482;Escherichia coli;Type_III;Vertebrate
Q8X4X1;Escherichia coli;Type_III;Vertebrate
Q8X782;Escherichia coli;Type_III;Vertebrate
Q8XAL7;Escherichia coli;Type_III;Vertebrate
Q8XBX7;Escherichia coli;Type_III;Vertebrate
Q8XC86;Escherichia coli;Type_III;Vertebrate
Q8Z4Z6;Salmonella typhi;Type_III;Vertebrate
Q8Z6L6;Salmonella typhi;Type_III;Vertebrate
Q8Z969;Salmonella typhi;Type_III;Vertebrate
Q8ZMI3;Salmonella typhimurium;Type_III;Vertebrate
Q8ZMY7;Salmonella typhimurium;Type_III;Vertebrate
Q8ZN18;Salmonella typhimurium;Type_III;Vertebrate
Q8ZNP4;Salmonella typhimurium;Type_III;Vertebrate
Q8ZNR3;Salmonella typhimurium;Type_III;Vertebrate
Q8ZQA1;Salmonella typhimurium;Type_III;Vertebrate
Q8ZQC8;Salmonella typhimurium;Type_III;Vertebrate
Q93KQ5;Yersinia enterocolitica;Type_III;Vertebrate
Q93KQ6;Yersinia enterocolitica;Type_III;Vertebrate
Q93KU8;Yersinia enterocolitica;Type_III;Vertebrate
Q93Q17;Aeromonas salmonicida;Type_III;Vertebrate
Q93RN4;Yersinia pseudotuberculosis;Type_III;Vertebrate
Q99PZ6;Shigella flexneri;Type_III;Vertebrate
Q9AJW7;Shigella flexneri;Type_III;Vertebrate
Q9I788;Pseudomonas aeruginosa;Type_III;Vertebrate
Q9KWH9;Escherichia coli;Type_III;Vertebrate
Q9L9J3;Salmonella typhimurium;Type_III;Vertebrate
Q9REZ5;Bordetella bronchiseptica;Type_III;Vertebrate
Q9REZ7;Bordetella bronchiseptica;Type_III;Vertebrate
Q9RI12;Yersinia pestis;Type_III;Vertebrate
Q9S4P4;Salmonella dublin;Type_III;Vertebrate
Q9Z6N8;Chlamydia pneumoniae;Type_III;Vertebrate
Q9Z780;Chlamydia pneumoniae;Type_III;Vertebrate
Q9Z785;Chlamydia pneumoniae;Type_III;Vertebrate
Q9Z7E2;Chlamydia pneumoniae;Type_III;Vertebrate
Q9Z7J8;Chlamydia pneumoniae;Type_III;Vertebrate
Q9Z7K3;Chlamydia pneumoniae;Type_III;Vertebrate
Q9Z7Q6;Chlamydia pneumoniae;Type_III;Vertebrate
Q9Z7W9;Chlamydia pneumoniae;Type_III;Vertebrate
Q9Z7Y1;Chlamydia pneumoniae;Type_III;Vertebrate
Q9Z861;Chlamydia pneumoniae;Type_III;Vertebrate
Q9Z877;Chlamydia pneumoniae;Type_III;Vertebrate
Q9Z8G9;Chlamydia pneumoniae;Type_III;Vertebrate
Q9Z8L3;Chlamydia pneumoniae;Type_III;Vertebrate
Q9Z8L4;Chlamydia pneumoniae;Type_III;Vertebrate
Q9Z8N0;Chlamydia pneumoniae;Type_III;Vertebrate
Q9Z8P6;Chlamydia pneumoniae;Type_III;Vertebrate
Q9Z8P7;Chlamydia pneumoniae;Type_III;Vertebrate
Q9Z8X8;Chlamydia pneumoniae;Type_III;Vertebrate
Q9Z8Z8;Chlamydia pneumoniae;Type_III;Vertebrate
P40136;Bacillus anthracis;Type_III;Vertebrate
P15917;Bacillus anthracis;Type_III;Vertebrate
Q46669;Escherichia coli;Type_III;Vertebrate
Q8Z6A7;Salmonella typhi;Type_III;Vertebrate
Q9S676;Aggregatibacter actinomycetemcomitans;Type_III;Vertebrate
Q46101;Campylobacter jejuni;Type_III;Vertebrate
A0A0A8J2Q4;Salmonella enterica;Type_III;Vertebrate
A4F2C8;Campylobacter fetus;Type_III;Vertebrate
A4F298;Campylobacter coli;Type_III;Vertebrate
A0A3T0PDD9;Bordetella pertussis;Type_III;Vertebrate
P01555;Vibrio cholerae;Type_III;Vertebrate
P0DKX7;Bordetella pertussis;Type_III;Vertebrate
P00587;Corynebacterium diphteriae;Type_III;Vertebrate
P0DPI1;Clostridium botulinum;Type_III;Vertebrate
Q9FBI2;Shigella dysenteriae;Type_III;Vertebrate
C4B698;Clostridium botulinum;Type_III;Vertebrate
Q46220;Clostridium perfringens;Type_III;Vertebrate
P11439;Pseudomonas aeruginosa;Type_III;Vertebrate
WP_123778901.1;Yersinia pseudotuberculosis;Type_III;Vertebrate
E6Z0R3;Bartonella schoenbuchensis;Type_III;Vertebrate
Q8FDW4;Escherichia coli;Type_III;Vertebrate
P21454;Salmonella typhimurium;Type_III;Vertebrate
Q48245;Helicobacter pylori;Type_III;Vertebrate
Q5EK40;Vibrio cholerae;Type_III;Vertebrate
P17450;Salmonella choleraesuis;Type_III;Vertebrate
Q6EZC2;Escherichia coli;Type_III;Vertebrate
A0A0N2IV24;Bordetella pertussis;Type_III;Vertebrate
Q7W4W3;Bordetella parapertussis;Type_III;Vertebrate
A0A0K5ZZ47;Escherichia coli;Type_III;Vertebrate
A0A0C6PDA9;Bordetella bronchiseptica;Type_III;Vertebrate
Q46962;Escherichia coli;Type_III;Vertebrate
O32586;Escherichia coli;Type_III;Vertebrate
C5ZZQ2;Escherichia coli;Type_III;Vertebrate
Q0E668;Escherichia coli;Type_III;Vertebrate
A0A2X1ZPD4;Photobacterium damselae;Type_III;Vertebrate
Q0PZH6;Aeromonas hydrophila;Type_II;Vertebrate
Q08677;Aeromonas salmonicida;Type_II;Vertebrate
Q44061;Aeromonas hydrophila;Type_II;Vertebrate
A0A3T1A1W4;Aeromonas hydrophila;Type_II;Vertebrate
O87652;Aeromonas hydrophila;Type_II;Vertebrate
U1IBD2;Gallibacterium anatis;Type_II;Vertebrate
P96091;Treponema denticola;Type_II;Vertebrate
P55128;Actinobacillus pleuropneumoniae;Type_II;Vertebrate
B2YGA4;Gardnerella vaginalis;Type_II;Vertebrate
A0A6G7B150;Lactobacillus iners;Type_II;Vertebrate
B4U1J5;Streptococcus equi;Type_II;Vertebrate
P0C1V1;Staphylococcus aureus;Type_II;Vertebrate
P0DF96;Streptococcus pyogenes;Type_II;Vertebrate
Q53957;Streptococcus canis;Type_II;Vertebrate
Q0TUS0;Clostridium perfringens;Type_II;Vertebrate
P23564;Paenibacillus alvei;Type_II;Vertebrate
P0C2J9;Streptococcus pneumoniae;Type_II;Vertebrate
P31831;Listeria ivanovii;Type_II;Vertebrate
A0A0F7RBI7;Bacillus anthracis;Type_II;Vertebrate
D7BPC7;Arcanobacterium haemolyticum;Type_II;Vertebrate
A0A3Q9GLK9;Trueperella pyogenes;Type_II;Vertebrate
P09616;Staphylococcus aureus;Type_II;Vertebrate
O05387;Bacillus cereus;Type_II;Vertebrate
Q46308;Clostridium perfringens;Type_II;Vertebrate
Q9EVA1;Bacillus cereus;Type_II;Vertebrate
A8ULG6;Clostridium perfringens;Type_II;Vertebrate
A7JZC6;Vibrio antiquarius;Type_II;Vertebrate
I6VBE8;Clostridium chauvoei;Type_II;Vertebrate
Q53747;Staphylococcus aureus;Type_II;Vertebrate
P0A074;Staphylococcus aureus;Type_II;Vertebrate
P0A077;Staphylococcus aureus;Type_II;Vertebrate
B5D5T8;Staphylococcus pseudintermedius;Type_II;Vertebrate
P09167;Aeromonas hydrophila;Type_II;Vertebrate
Q53482;Clostridium septicum;Type_II;Vertebrate
Q7WZI1;Bacillus thuringiensis;Type_II;Vertebrate
Q02307;Clostridium perfringens;Type_II;Vertebrate
P15377;Actinobacillus pleuropneumoniae;Type_II;Vertebrate
P14608;Pseudomonas aeruginosa;Type_II;Vertebrate
E3BJR0;Vibrio caribbeanicus;Type_II;Vertebrate
Q52052;Enterococcus faecalis;Type_II;Vertebrate
Q52053;Enterococcus faecalis;Type_II;Vertebrate
P0C2E9;Clostridium perfringens;Type_II;Vertebrate
Q815P0;Bacillus cereus;Type_II;Vertebrate
P0C0I3;Streptococcus pyogenes;Type_II;Vertebrate
P13128;Listeria monocytogenes;Type_II;Vertebrate
O85102;Streptococcus suis;Type_II;Vertebrate
O31241;Trueperella pyogenes;Type_II;Vertebrate
S3JSS5;Treponema medium;Type_II;Vertebrate
C1CWG1;Deinococcus deserti;Type_II;Vertebrate
M3B575;Streptomyces mobaraensis;Type_II;Vertebrate
Q9LCB8;Streptococcus intermedius;Type_II;Vertebrate
U6S4M9;Enterococcus faecalis;Type_II;Vertebrate
A6GVU3;Flavobacterium psychrophilum;Type_II;Vertebrate
H1Q242;Prevotella micans;Type_II;Vertebrate
F9YPV7;Capnocytophaga canimorsus;Type_II;Vertebrate
Q8YX86;Nostoc sp.;Type_II;Vertebrate
U6B8P7;Candidatus Liberibacter;Type_II;Vertebrate
P09545;Vibrio cholerae;Type_II;Vertebrate
P19247;Vibrio vulnificus;Type_II;Vertebrate
D1J6Q5;Photobacterium damselae;Type_II;Vertebrate
Q9L4L8;Bacillus cereus;Type_II;Vertebrate
Q9REG6;Bacillus cereus;Type_II;Vertebrate
Q9REG7;Bacillus cereus;Type_II;Vertebrate
Q47877;Edwardsiella tarda;Type_II;Vertebrate
Q2TM55;Bacillus cereus;Type_II;Vertebrate
Q63CS3;Bacillus cereus;Type_II;Vertebrate
Q63CS4;Bacillus cereus;Type_II;Vertebrate
A5N119;Clostridium kluyveri;Type_II;Vertebrate
P55117;Bibersteinia trehalosi;Type_II;Vertebrate
P09983;Escherichia coli;Type_II;Vertebrate
J7QLC0;Bordetella pertussis;Type_II;Vertebrate
D2SZ13;Gallibacterium anatis;Type_II;Vertebrate
A8QWG8;Escherichia coli;Type_II;Vertebrate
P16462;Aggregatibacter actinomycetemcomitans;Type_II;Vertebrate
A1YKW7;Kingella kingae;Type_II;Vertebrate
WP_005169901.1;Yersinia enterocolitica;Type_II;Vertebrate
WP_076706633.1;Yersinia enterocolitica;Type_II;Vertebrate
P15713;Pseudomonas aeruginosa;Type_II;Vertebrate
Q9RGS8;Burkholderia pseudomallei;Type_II;Vertebrate
P06200;Pseudomonas aeruginosa;Type_II;Vertebrate
Q84FI6;Bacillus cereus;Type_II;Vertebrate
P11889;Bacillus cereus;Type_II;Vertebrate
P14262;Bacillus cereus;Type_II;Vertebrate
P08954;Bacillus thuringiensis;Type_II;Non-Vertebrate
Q9RF12;Clostridium perfringens;Type_II;Vertebrate
P20419;Paraclostridium bifermentans;Type_II;Vertebrate
Q46150;Clostridium novyi;Type_II;Vertebrate
Q0TV31;Clostridium perfringens;Type_II;Vertebrate
Q2FWP1;Staphylococcus aureus;Type_II;Vertebrate
A0A2X2Q5N2;Burkholderia cepacia;Type_II;Vertebrate
P59115;Leptospira interrogans;Type_II;Vertebrate
P59116;Leptospira interrogans;Type_II;Vertebrate
Q72P44;Leptospira interrogans;Type_II;Vertebrate
P17627;Leptospira interrogans;Type_II;Vertebrate
Q2G1X0;Staphylococcus aureus;Type_II;Vertebrate
A0A2P0ZHP7;Clostridium perfringens;Type_II;Vertebrate
P81242;Bacillus cereus;Type_II;Vertebrate
Q2TM57;Bacillus cereus;Type_II;Vertebrate
P54355;Bacteroides fragilis;Type_I;Vertebrate
P0C0J0;Streptococcus pyogenes;Type_I;Vertebrate
A0A6B0D2Z3;Staphylococcus aureus;Type_I;Vertebrate
P06886;Staphylococcus aureus;Type_I;Vertebrate
P01559;Escherichia coli;Type_I;Vertebrate
P01552;Staphylococcus aureus;Type_I;Vertebrate
P34071;Staphylococcus aureus;Type_I;Vertebrate
P0A0L8;Staphylococcus aureus;Type_I;Vertebrate
P0DJY7;Streptococcus pyogenes;Type_I;Vertebrate
Q54738;Streptococcus pyogenes;Type_I;Vertebrate
P20723;Staphylococcus aureus;Type_I;Vertebrate
P0A0L2;Staphylococcus aureus;Type_I;Vertebrate
P12993;Staphylococcus aureus;Type_I;Vertebrate
P0A0M0;Staphylococcus aureus;Type_I;Vertebrate
P0A0L5;Staphylococcus aureus;Type_I;Vertebrate
Q8NKX2;Streptococcus pyogenes;Type_I;Vertebrate
P0C0I6;Streptococcus pyogenes;Type_I;Vertebrate
Q9X5C7;Streptococcus pyogenes;Type_I;Vertebrate
P0DG08;Streptococcus pyogenes;Type_I;Vertebrate
P0C0I7;Streptococcus pyogenes;Type_I;Vertebrate
Q6VBI7;Streptococcus canis;Type_I;Vertebrate
Q1CQC6;Streptococcus pyogenes;Type_I;Vertebrate
Q7BAE3;Streptococcus pyogenes;Type_I;Vertebrate
P0A0L4;Staphylococcus aureus;Type_I;Vertebrate
A0A0H3KHN8;Staphylococcus aureus;Type_I;Vertebrate
S5TIL4;Streptococcus equi;Type_I;Vertebrate
A0A380JN30;Streptococcus equi;Type_I;Vertebrate
S5TQU4;Streptococcus equi;Type_I;Vertebrate
Q9L920;Streptococcus equi;Type_I;Vertebrate
S5U857;Streptococcus equi;Type_I;Vertebrate
A0A172PYN3;Streptococcus equi;Type_I;Vertebrate
H2EPC8;Streptococcus equi;Type_I;Vertebrate
A0A2X3U5V2;Streptococcus equi;Type_I;Vertebrate
Q938P4;Streptococcus dysgalactiae;Type_I;Vertebrate
Q76FM2;Streptococcus dysgalactiae;Type_I;Vertebrate
P07593;Yersinia enterocolitica;Type_I;Vertebrate
O50319;Yersinia enterocolitica;Type_I;Vertebrate
P74977;Yersinia enterocolitica;Type_I;Vertebrate
P31518;Yersinia kristensenii;Type_I;Vertebrate
A0A1V4PWS3;Mycobacterium sp.;Type_I;Vertebrate
G0Z026;Staphylococcus aureus;Type_I;Vertebrate
P06717;Escherichia coli;Type_I;Vertebrate
B8X9B6;Aeromonas salmonicida;Type_IV;Vertebrate
P09331;Staphylococcus aureus;Type_IV;Vertebrate
P09332;Staphylococcus aureus;Type_IV;Vertebrate
Q8D4Y9;Vibrio vulnificus;Type_IV;Vertebrate
P43153;Clostridium perfringens;Type_IV;Vertebrate
P33437;Porphyromonas gingivalis;Type_IV;Vertebrate
Q9X721;Hathewaya histolytica;Type_IV;Vertebrate
Q46085;Hathewaya histolytica;Type_IV;Vertebrate
Q9KRJ0;Vibrio cholerae;Type_IV;Vertebrate
P43154;Vibrio alginolyticus;Type_IV;Vertebrate
Q59223;Bacillus sp.;Type_IV;Vertebrate
P20724;Bacillus sp.;Type_IV;Vertebrate
P81177;Staphylococcus aureus;Type_IV;Vertebrate
P14756;Pseudomonas aeruginosa;Type_IV;Vertebrate
P0C0Q3;Staphylococcus epidermidis;Type_IV;Vertebrate
P14789;Pseudomonas aeruginosa;Type_IV;Vertebrate
P0C0Q4;Staphylococcus epidermidis;Type_IV;Vertebrate
P26831;Clostridium perfringens;Type_IV;Vertebrate
Q54873;Streptococcus pneumoniae;Type_IV;Vertebrate
P0CZ00;Cutibacterium acnes;Type_IV;Vertebrate
Q53591;Streptococcus agalactiae;Type_IV;Vertebrate
P0CZ01;Cutibacterium acnes;Type_IV;Vertebrate
O25534;Helicobacter pylori;Type_IV;Vertebrate
D0EM77;Tannerella forsythia;Type_IV;Vertebrate
P23694;Serratia marcescens;Type_IV;Vertebrate
Q97T80;Streptococcus pneumoniae;Type_IV;Vertebrate
B1LKV6;Escherichia coli;Type_IV;Vertebrate
Q11137;Proteus mirabilis;Type_IV;Vertebrate
